Winter1jan,Winter2jan,Winter3Jan,Winter4Jan,Winter5Dec,Winter6jan,Winter7jan,Winter8Dec,Winter9Dec,Winter10Dec,Summer1Jul,Summer2Jul,Summer3Jul,Summer4Jul,Summer5Ag,Summer6Jul,Summer7Jul,Summer8Jul,Summer9Jul,Summer10Ag
-225.5333333,-271,-149.8855307,-293,-41,-821.3265307,-370.7921974,-880.4290089,-1574.454852,-345.6426064,-1443.835987,-360.0904091,-654.5521974,-418.4904091,-3132.533333,-180.3333333,-41,-231,-41,-142.3333333
-182.0347983,-200.160586,-147.2188641,-359,-92.66666667,-1236.278912,-342.5173991,-854.8290089,-1600.263826,-407.709273,-1325.435987,-234.8237424,-405.8855307,-224.1570757,-1494.933333,-41,-41,-104.3333333,-41,-218.3333333
-461.4934448,-366.1921974,-165.0576921,-184.3333333,-386,-1345.981071,-689.6956522,-825.4956757,-1486.721518,-657.1092731,-923.0944905,-210.8237424,-949.618864,-220.309273,-278.2354929,-41,-167.6666667,-41,-53.66666667,-41
-537.709273,-348.5521974,-373.3333333,-196,-171,-1278.76932,-798.2768116,-776.9623423,-1379.588185,-2333.642607,-138.3570757,-211.0904091,-1328.894505,-140.7759397,-723.4427899,-92.66666667,-244.6666667,-92.66666667,-282.6666667,-92.66666667
-218.3759397,-280.2855307,-163.3333333,-72.66666667,-41,-515.6536743,-758.610145,-921.0956758,-779.178864,-493.7366105,-275.4904091,-351.3704091,-1338.848717,-90.79944075,-1318.302654,-234,-196,-196,-272,-196
-245.3759397,-447.2188641,-81,-127.3059959,-41,-174.4904091,-677.810145,-753.342919,-271.0455307,-351.4139193,-364.5570757,-421.8377465,-1615.552197,-253.7521974,-1397.160346,-272.3333333,-82.33333333,-196.3333333,-82.33333333,-82.33333333
-204.1640354,-433.3681316,-81,-858.290409,-41,-60.82374237,-466.5434783,-979.3860847,-280.2646518,-365,-2669.557075,-327.1844131,-2352.018864,-396.8855307,-2106.921518,-91.66666667,-41,-205.6666667,-41,-231
-202.1570757,-187.3333333,-136.8824949,-445.1570757,-243.3333333,-135.1844131,-513.8768116,-942.2527513,-295.3333333,-471.6666667,-796.6237423,-213.709273,-315.4855307,-192.0347983,-3605.258688,-41,-66.33333333,-41,-41,-129.6666667
-575.6666667,-394.4904091,-393.4904091,-545.8356467,-365.3333333,-107.6666667,-777.5434783,-910.7005539,-317.3333333,-386.8666667,-305.7882495,-132.3759397,-308.8278386,-171,-921.4746463,-41,-231,-41,-142.3333333,-41
-545.9333333,-444.8904091,-466.1570757,-507.9210235,-41,-153.0702911,-1211.010145,-892.4947569,-411.3333333,-2150.972662,-150.329497,-132.3759397,-333.7994407,-195.2,-748.618864,-154.6666667,-218,-154.6666667,-332,-154.6666667
-362,-396.9620204,-297.8104091,-393.5521974,-41,-213.709273,-887.2101449,-525.0614226,-483.6666667,-1828.557076,-170.8237424,-227.709273,-264.709273,-308.7923273,-160.1611719,-302,-175.3333333,-188,-175.3333333,-175.3333333
-362,-582.709273,-244.8237424,-365.6032771,-41,-307.3759397,-970.2101447,-597.818864,-416.2188641,-430.7570757,-517.9570756,-507.5831436,-342.709273,-455.1570757,-176.1177465,-193,-41,-231,-41,-129.6666667
-365.9412475,-1837.932774,-264.6563718,-1132.295354,-61.66666667,-241.709273,-1056.476812,-793.4855307,-511.5521974,-463.4904091,-214.4904091,-567.210145,-340.3759397,-462.6286871,-240.4904091,-41,-41,-117,-41,-231
-457.6904091,-2944.218864,-324.2188641,-329.8237424,-373.3333333,-330.6778579,-3048.090746,-402.5521974,-327.4855307,-441.4904091,-100.8237424,-453.5434783,-349.6959397,-302.8426064,-60.82374237,-41,-155,-41,-41,-41
-597.8237424,-2968.462029,-592.2188641,-416.2376617,-214.6666667,-725.420879,-606.4855307,-436.1252073,-290.7994407,-980.4237423,-145.8223346,-453.5434783,-212.8917293,-213.3759397,-173.7570757,-61.66666667,-226.3333333,-61.66666667,-251.6666667,-61.66666667
-294.1570757,-2828.798834,-434.9797761,-765.5759398,-41,-2328.133333,-402.5521974,-545.1570757,-333.709273,-534.9098323,-208.5521974,-497.5434783,-191.3333333,-96.57977611,-181.8237424,-221.3333333,-196,-196,-284.6666667,-196
-263.3411415,-1785.023742,-300.509273,-517.7404469,-41,-1409.866667,-443.8855307,-624.8237424,-527.0426064,-586.3153842,-185.4032771,-573.0768116,-476.6,-159.5521974,-197.5177465,-303.3333333,-113.3333333,-214.6666667,-113.3333333,-113.3333333
-1633.17594,-455.8237424,-403.2724599,-558.5521974,-57,-1810.480586,-2372.58769,-1729.327222,-486.709273,-441.9169459,-213.709273,-1199.610145,-2285.607914,-1057.643773,-369.3333333,-104.3333333,-41,-218.3333333,-41,-218.3333333
-2449.17594,-388.8904091,-392.7550608,-621.5388641,-199.6666667,-1648.018864,-4197.913889,-2497.77594,-557.1785406,-552.6426064,-494.7759397,-404.0063784,-2056.527222,-1243.310439,-957.0633315,-41,-61.66666667,-41,-41,-153
-857.9092731,-364.9098323,-582.3759397,-489.5983324,-412.6666667,-2089.352197,-3868.423742,-511.3759397,-2537.663612,-548.3759397,-2691.27246,-1919.038529,-164.0426064,-444.1759398,-2486.509273,-164.7333333,-244.3333333,-43.66666667,-129.6666667,-54.33333333
-654.0426064,-391.4863313,-729.709273,-596.4770757,-278.2666667,-1094.012061,-1167.76898,-826.1759398,-1323.218864,-1046.502471,-1216.109273,-1446.57594,-145.3759397,-255.6426064,-445.7759397,-123.6666667,-199.6666667,-123.6666667,-313.6666667,-123.6666667
-418.3759397,-265.8237424,-406.509273,-373.8237424,-923.8708983,-2064.999935,-692.1759398,-459.909273,-1676.352197,-1659.521518,-560.6426064,-571.0426064,-268.4426064,-488.309273,-338.0426064,-315.3333333,-196,-217.0303547,-230.6666667,-745.0666667
-407.3404469,-697.0237423,-284.3759397,-424.4904091,-405.3759397,-2107.121518,-2428.97594,-593.0426064,-1618.818864,-1764.930493,-468.3759397,-493.7759397,-1468.038596,-2378.709273,-446.2661074,-280,-177.1333333,-364.6426064,-190.6785711,-266.7333333
-401.5131094,-667.3918739,-308.1471466,-483.1570757,-405.3759397,-1816.321518,-2823.042607,-486.709273,-766.818864,-1782.502654,-493.4426064,-524.9988336,-1569.902654,-1627.67246,-297.8725659,-142.3333333,-322.7333333,-298.0426064,-632.3521973,-424
-502.0426064,-334.1759397,-792.71391,-311.4904091,-706.6426064,-890.768117,-2429.642607,-409.1359397,-797.418864,-906.1570757,-548.8426064,-553.2275788,-3278.988185,-529.851581,-447.0426064,-161,-447,-193.3759397,-216.5521974,-294.6666667
-734.2426064,-557.6934448,-703.9620204,-396.7882495,-498.5562751,-382.8237424,-1820.042607,-404.5321669,-528.2816943,-533.2724599,-508.3759397,-371.9139101,-5022.67662,-358.3759397,-357.3759397,-216.0942454,-952.1333333,-208.9620204,-388.5521974,-361.5733333
-490.3759397,-465.8855307,-604.3759397,-414.5078174,-395.3014649,-321.9412475,-951.3759398,-1081.602606,-793.9092731,-645.7759397,-998.111288,-446.1570757,-1628.242607,-317.9759397,-386.709273,-434.3570757,-512.6417579,-323.2393293,-496.8049448,-1066.632197
-399.8581933,-456.8855307,-340.8426064,-405.3759397,-656.9333333,-383,-531.1689801,-857.9092731,-1430.77594,-598.7892731,-591.950702,-415.1252073,-455.709273,-521.8426064,-564.709273,-667.1570757,-397.5562751,-384.5521974,-361.1611719,-496.8855307
-366.2069597,-577.2417579,-284.3759397,-544.709273,-362,-441.1611719,-544.4426064,-1025.57594,-1285.77594,-1258.69594,-407.2816943,-426.7759397,-441.4426064,-614.3759397,-1310.921024,-449.8237424,-288.709273,-447.0855307,-272.5521974,-628.4001115
-385.1382781,-730.6666667,-398.2816943,-544.709273,-486.376499,-696.7521974,-700.3759397,-557.8426064,-534.4426064,-638.0426064,-521.0071136,-736.6426064,-607.5988336,-585.7680256,-572.7680256,-401.1689801,-461.8026064,-872.6816943,-805.618864,-563.5359397
-533.4699438,-444.6666667,-507.9542123,-479.9759397,-731.8237424,-568.4188641,-525.7759397,-548.3759397,-548.3759397,-535.3759397,-879.0426064,-3048.042607,-649.0426064,-747.7626064,-1318.996034,-401.4346923,-1206.949273,-397.3759397,-429.2188641,-2564.8655
-1218.97594,-1590.227579,-738.5521974,-552.309273,-453.4904091,-523.5521974,-935.1759398,-548.3759397,-1612.77594,-519.109273,-555.1759397,-1206.722606,-535.3759397,-535.3759397,-1661.781225,-400.5759397,-600.0699438,-457.0426064,-636.0071136,-2924.490409
-1550.77594,-384.1570757,-453.709273,-919.0659535,-416.2724599,-508.8278386,-935.1759398,-548.3759397,-535.3759397,-401.5521974,-630.709273,-746.6959397,-601.3759397,-415.5023134,-1665.988185,-1161.509273,-553.2816943,-560.3759397,-570.9391265,-2978.709273
-1152.07246,-675.9182476,-405.3759397,-411.8237424,-430.9226064,-523.5521974,-535.3759397,-745.2959397,-606.0426064,-504.548361,-535.3759397,-577.709273,-608.709273,-547.7759397,-1753.988185,-3123.042607,-446.709273,-1641.77594,-533.970995,-1888.442607
-373.8237424,-907.6426064,-308.5759397,-563.8237424,-493.6959397,-608.8855307,-576.709273,-1114.842606,-1123.995641,-744.3759397,-535.3759397,-548.3759397,-535.3759397,-538.7680256,-812.8317221,-2898.0655,-394.8585406,-506.709273,-488.5759397,-563.109273
-435.5805767,-280.4346923,-696.1023135,-392.2237424,-605.1169459,-700.0188641,-689.6078082,-535.3759397,-910.4707004,-579.3759397,-580.171862,-522.0426064,-576.709273,-575.9210235,-1099.528696,-3301.022942,-462.4904091,-395.1286964,-1653.37594,-541.109273
-700.4237424,-417.2188641,-657.8237424,-394.3374111,-325.1382781,-332.8934448,-307.4628303,-510.3876902,-873.2055079,-535.3759397,-661.2543569,-527.0426064,-624.8426064,-640.6286871,-637.2188641,-2892.552197,-515.4237424,-369.8869385,-1818.042607,-396.9620204
-454.0904091,-375.8855307,-631.7461922,-359.0576921,-41,-283.9620204,-249,-375.2069597,-928.0956756,-519.2426064,-634.909273,-1005.109273,-509.709273,-503.8237424,-923.3521973,-483.0188641,-366.4904091,-487.4904091,-584.6426064,-487.4904091
-373.8237424,-312.4313092,-399.0699438,-280.4346923,-41,-260.8237424,-276.0646518,-303.5333333,-928.0956756,-383.3849143,-464.0426064,-389.1759397,-638.2816943,-584.4904091,-560.2188641,-396.8855307,-187.1570757,-384.1570757,-210.8267782,-298.6980818
-389.075082,-442.8237424,-405.3759397,-411.0426064,-41,-260.8237424,-412.7994407,-400.3333333,-1016.762343,-456.3333333,-423.0426064,-930.4074608,-538.2188641,-521.8237424,-618.1521974,-131.7701465,-44.15299797,-363.8237424,-57.82783859,-314
-393.5521974,-290.8237424,-805.1759398,-436.3759397,-112.3333333,-411.1386254,-595.0426064,-170,-756.3713169,-380,-359.2699438,-370,-459.2737802,-294.8510798,-402.5521974,-41,-41,-170.3570757,-41,-288.6666667
-589.1521974,-710.6008484,-915.1759398,-333.9391265,-386,-230.8855307,-529.709273,-49,-566.4768116,-171,-345.0437728,-411.3333333,-448.3988336,-290.3333333,-459.7521974,-41,-218.3333333,-48.09424542,-104.3333333,-137.8
-554.2188641,-439.3759397,-602.5576829,-407.8237424,-151.3333333,-80.55219735,-335.3759397,-49,-453.5434783,-162.8666667,-335,-291,-206.0426064,-162.6666667,-292.080586,-61.66666667,-163,-61.66666667,-251.6666667,-61.66666667
-165.8278386,-187.6464428,-199.6666667,-688.3726625,-41,-80.55219735,-295.9412475,-49,-453.5434783,-49,-258,-280,-165.709273,-78.33333333,-170,-284.6666667,-196,-196,-221.3333333,-196
-41,-211.8855307,-41,-66.33333333,-41,-80.55219735,-186.4666667,-129.6666667,-193.5449275,-49,-170,-87.13333333,-158.3759397,-159,-265.3333333,-303.3333333,-113.3333333,-278,-113.3333333,-164
-41,-211.8855307,-41,-231,-41,-112.9542123,-56.33333333,-149,-193,-193,-170,-49,-88.16898008,-49,-214,-41,-41,-155,-41,-231
-91.66666667,-62.03479823,-41,-104.3333333,-263,-178.3333333,-200.3333333,-162.6666667,-162.6666667,-199.3333333,-170,-49,-51.36474847,-49,-89.33333333,-41,-117,-41,-41,-79
-344.6666667,-154.6666667,-281.3333333,-154.6666667,-335.3333333,-162.6666667,-184.6666667,-49,-49,-49,-122.6,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-41,-231,-41,-193,-41
-213.3333333,-175.3333333,-327.3333333,-175.3333333,-51.33333333,-49,-49,-49,-49,-49,-272.6666667,-228.6666667,-184.6666667,-162.6666667,-162.6666667,-123.6666667,-136.3333333,-123.6666667,-250.3333333,-123.6666667
-41,-79,-41,-41,-41,-49,-49,-78.33333333,-49,-49,-78.33333333,-122.3333333,-159,-137,-93,-373.3333333,-196,-259.3333333,-196,-196
-41,-231,-41,-155,-41,-49,-49,-159,-144.3333333,-100.3333333,-49,-49,-56.33333333,-100.3333333,-144.3333333,-152.6666667,-51.33333333,-241.3333333,-51.33333333,-190.6666667
-41,-91.66666667,-41,-205.6666667,-79,-159,-115,-90.33333333,-134.3333333,-178.3333333,-49,-49,-49,-49,-49,-41,-41,-66.33333333,-41,-180.3333333
-201,-61.66666667,-87,-61.66666667,-375.6666667,-119.6666667,-163.6666667,-162.6666667,-162.6666667,-162.6666667,-49,-49,-49,-49,-49,-41,-205.6666667,-41,-91.66666667,-41
-335.3333333,-196,-386,-196,-195,-162.6666667,-162.6666667,-49,-49,-49,-149,-105,-90.33333333,-90.33333333,-90.33333333,-41,-155,-41,-231,-41
-113.3333333,-113.3333333,-176.6666667,-113.3333333,-41,-49,-49,-49,-49,-49,-243.3333333,-272.6666667,-243.3333333,-199.3333333,-162.6666667,-261.6666667,-185.6666667,-185.6666667,-223.6666667,-185.6666667
-41,-167.6666667,-41,-53.66666667,-41,-49,-49,-137,-93,-49,-49,-63.66666667,-107.6666667,-151.6666667,-151.6666667,-334.3333333,-144.3333333,-296.3333333,-144.3333333,-182.3333333
-41,-193,-41,-231,-41,-107.6666667,-63.66666667,-100.3333333,-144.3333333,-159,-49,-49,-49,-49,-85.66666667,-53.66666667,-41,-167.6666667,-41,-231
-79,-41,-41,-117,-219.3333333,-129.6666667,-159,-90.33333333,-90.33333333,-119.6666667,-49,-49,-49,-49,-49,-41,-104.3333333,-41,-41,-91.66666667
-313.6666667,-123.6666667,-237.6666667,-123.6666667,-348,-90.33333333,-105,-162.6666667,-162.6666667,-162.6666667,-56.33333333,-49,-49,-49,-49,-41,-231,-41,-180.3333333,-41
-246.6666667,-196,-360.6666667,-196,-82.33333333,-162.6666667,-162.6666667,-49,-49,-49,-200.3333333,-163.6666667,-119.6666667,-90.33333333,-90.33333333,-92.66666667,-118,-92.66666667,-232,-92.66666667
-51.33333333,-76.66666667,-51.33333333,-51.33333333,-41,-49,-49,-85.66666667,-49,-49,-184.6666667,-228.6666667,-272.6666667,-258,-214,-360.6666667,-196,-246.6666667,-196,-196
-41,-231,-41,-142.3333333,-41,-56.33333333,-49,-151.6666667,-151.6666667,-107.6666667,-49,-49,-49,-93,-137,-196.3333333,-82.33333333,-272.3333333,-82.33333333,-209
-59.66666667,-557.4666667,-41,-327.6666667,-66.33333333,-159,-122.3333333,-49,-85.66666667,-129.6666667,-49,-49,-49,-49,-49,-41,-41,-79,-41,-193
-231.6666667,-147.6666667,-80.33333333,-560.8,-344.6666667,-71,-115,-90.33333333,-90.33333333,-90.33333333,-49,-49,-49,-49,-49,-41,-193,-41,-79,-41
-479,-308.3333333,-461,-305.6666667,-238.6666667,-90.33333333,-90.33333333,-162.6666667,-162.6666667,-162.6666667,-115,-71,-49,-49,-49,-41,-167.6666667,-41,-231,-41
-344.3333333,-344.3333333,-921.4,-288.3333333,-91.66666667,-162.6666667,-162.6666667,-49,-49,-49,-163.6666667,-200.3333333,-178.3333333,-134.3333333,-90.33333333,-218,-154.6666667,-154.6666667,-205.3333333,-154.6666667
-241,-355,-241,-219.2,-41,-49,-49,-144.3333333,-105.6666667,-56.33333333,-162.6666667,-170,-214,-258,-272.6666667,-365.3333333,-175.3333333,-314.6666667,-175.3333333,-200.6666667
-246.2,-405.6666667,-241,-522,-41,-115,-71,-93,-211.6666667,-881.7333333,-49,-49,-49,-49,-78.33333333,-66.33333333,-41,-207,-43.66666667,-255
-212.6666667,-183.8666667,-174.3333333,-528.9333333,-175.6666667,-122.3333333,-159,-67.66666667,-241,-2251.666667,-49,-49,-62.33333333,-49,-49,-41,-91.66666667,-41,-41,-104.3333333
-295.6666667,-105.6666667,-194,-304.6666667,-360.6666667,-49,-56.33333333,-194.3333333,-290.3333333,-1884.733333,-87.66666667,-105,-99.66666667,-49,-1938.266667,-41,-231,-41,-167.6666667,-41
-272.3333333,-209,-373.3333333,-401.9333333,-113.3333333,-90.33333333,-90.33333333,-341.3333333,-362.6666667,-311.6666667,-240.7333333,-239,-203,-49,-2367.666667,-61.66666667,-99.66666667,-61.66666667,-213.6666667,-61.66666667
-95.33333333,-108,-82.33333333,-203.3333333,-41,-162.6666667,-162.6666667,-293,-313.5333333,-331.6533333,-464.5333333,-1183.2,-313,-193,-413,-348,-196,-234,-196,-196
-43.6,-232.7333333,-41,-247.8,-78.33333333,-63.66666667,-49,-344.3333333,-480,-328,-524.8666667,-242.6666667,-282.6666667,-199.3333333,-486,-240,-113.3333333,-303.3333333,-113.3333333,-227.3333333
-172.4666667,-135.6666667,-73.86666667,-321.6666667,-93.66666667,-164.3333333,-129.6666667,-115.6666667,-266,-195.0666667,-182,-129,-169,-49,-248.7333333,-41,-41,-91.66666667,-41,-205.6666667
-362.6666667,-488.8,-187.3333333,-292.7333333,-393.6666667,-116.6666667,-183.1333333,-49,-170,-49,-182,-139.2472434,-163.6666667,-49,-179.4,-798.3333333,-204.3333333,-59.66666667,-75,-115.7333333
-532.3333333,-285.3333333,-557.6666667,-341.3333333,-426.5333333,-128.6666667,-142,-90.33333333,-211.3333333,-90.33333333,-168.4,-521.3672206,-83.66666667,-49,-78.33333333,-1894.333333,-247,-646.0666667,-244,-255
-388.3333333,-351.9333333,-477,-375.3333333,-798.5570756,-263.3333333,-183.3333333,-162.6666667,-186.8666667,-162.6666667,-115,-575.3672206,-144.3333333,-100.3333333,-56.33333333,-294.3333333,-203.6666667,-182.3333333,-200,-337.6666667
-270.8278386,-1648.133333,-247.9333333,-209,-265.8237424,-366.2745808,-258.3333333,-151.6666667,-107.6666667,-63.66666667,-90.33333333,-506.7005539,-134.3333333,-178.3333333,-200.3333333,-1082.4,-220,-368,-204.6666667,-422.6666667
-74.28553068,-2730.333333,-41,-218.3333333,-260.4904091,-340.2237424,-778.7764989,-85.66666667,-129.6666667,-159,-162.6666667,-574.3043903,-162.6666667,-162.6666667,-184.6666667,-813.1333333,-55.66666667,-243.3333333,-800.1333333,-428.6666667
-85.21886402,-2551.266667,-41,-142.3333333,-327.1570757,-359.1689801,-2471.157075,-78.33333333,-2123.393197,-63.66666667,-49,-453.5434783,-49,-49,-49,-2764,-92,-183,-1301.133333,-286.6666667
-283.2188641,-2560.666667,-150.3333333,-61.66666667,-547.8237424,-265.3759397,-3595.823742,-145,-2576.412245,-69.33333333,-71,-453.5434783,-49,-49,-49,-2760.533333,-244,-170,-1117.066667,-145
-303.5521974,-1695.4,-386,-196,-858.7570756,-257.3759397,-4662.223742,-170.3333333,-3620.012245,-183.3333333,-193.6666667,-541.5434783,-93,-49,-73,-3508.533333,-104.6666667,-162,-218.6666667,-96.66666667
-134.3681316,-113.3333333,-113.3333333,-113.3333333,-217.1570757,-261.9797761,-315.1570757,-305.2666667,-1545.171429,-306.7021596,-378.7565218,-504.8768116,-544.1333333,-159,-155,-4944,-192.6,-332,-198.6666667,-306.3333333
-41,-231,-41,-117,-1463.157075,-357.8896084,-367.5491616,-238.1333333,-2699.333333,-301.8237424,-614.8768116,-935.3434782,-90.33333333,-119.6666667,-195.6666667,-1162.066667,-144.3333333,-455.3333333,-149.5333333,-896.4
-41,-129.6666667,-41,-231,-1433.823742,-343.2605556,-350,-253.3333333,-1362.733333,-2174.757075,-2212.766607,-284.6666667,-162.6666667,-162.6666667,-162.6666667,-387.5333333,-41,-178.64,-49.66666667,-2309.333333
-142.3333333,-41,-41,-53.66666667,-499.6549161,-204.7570757,-313.3333333,-281.0139193,-1808.333333,-500.690409,-3823.22239,-704.0666667,-54.33333333,-55.93333333,-102.9391304,-254.2666667,-167.6666667,-75.66666667,-66.66666667,-411.6666667
-301,-123.6666667,-301,-123.6666667,-417.6666667,-118.6286871,-248.0666667,-410.8855307,-1488.466667,-172.9412475,-3075.489056,-207.6666667,-49,-150.32,-453.5434783,-387.5333333,-193,-73,-244,-550.3177465
-196,-196,-297.3333333,-196,-202.3333333,-132.309273,-209,-438.8855307,-250.3333333,-222.4666667,-2496.568946,-394.6666667,-208.2666667,-561.1333333,-468.210145,-214.1333333,-107.3910254,-173.2666667,-1225.4,-135.6904091
-51.33333333,-140,-51.33333333,-51.33333333,-161,-220.4032771,-256.6393293,-637.2188641,-788.4666667,-741.6,-578.0956756,-292,-269.0666667,-280.8,-563.5434783,-479,-627.3521973,-414,-1951.361172,-220.8237424
-41,-231,-41,-205.6666667,-161,-367.8855307,-469.9304091,-334.7521974,-282.3333333,-454,-941.5623424,-235.7333333,-346.3333333,-346.3333333,-2777.943478,-226,-113.8855307,-362.8237424,-113.8855307,-824.1570756
-41,-41,-41,-155,-649.4666667,-232.2188641,-489.6504091,-2760.924359,-246.3333333,-322,-1933.523255,-324.3333333,-1408.933333,-406.5333333,-1724.810145,-141.0942454,-162.418864,-156.8237424,-78.61886402,-135.1844131
-231,-41,-117,-41,-464.6666667,-798,-433.8904091,-627.1333333,-611.4666667,-304,-1405.186085,-267.8,-2421.8,-1262.866667,-2234.610145,-132.8237424,-383.5521974,-74.49040904,-186.8855307,-41
-274.3333333,-185.6666667,-375.6666667,-185.6666667,-295.3333333,-2393.533333,-476.0354929,-287.2863313,-113,-318.0490648,-890.1223009,-297.8855307,-1159.466667,-1846.933333,-1719.611706,-229.8104091,-235.8507325,-55.49040904,-262.8855307,-41
-144.3333333,-144.3333333,-157,-144.3333333,-253.4904091,-184.3333333,-465,-993.3481012,-105,-302.509273,-416.1628728,-504.941313,-269.080586,-172,-691.2527513,-351.4904091,-275.6666667,-213.3374111,-190.8049447,-167.6666667
-41,-218.3333333,-41,-104.3333333,-293.8237424,-344.8049448,-463.6666667,-2567.709273,-302.3688262,-406.709273,-748.3672206,-1405.364442,-209.5521974,-1508.91391,-683.919418,-404.7779547,-354.1382781,-805.1333333,-192.9844131,-294.0846637
-41,-142.3333333,-41,-231,-320.4904091,-546.2188641,-517.981791,-941.6426064,-192.2973687,-351.709273,-808.4847257,-1373.497775,-316.0855307,-2226.757075,-446.4904325,-166.2111912,-150.018864,-135.8510798,-52.82374237,-343.8426064
-129.6666667,-41,-41,-66.33333333,-531.8237424,-346.5521974,-257.3759397,-452.4426064,-765.8426064,-309.3759397,-901.2456378,-1456.231109,-437.2188641,-987.5570756,-449.0426064,-152.5521974,-199.5521974,-80.16898008,-133.4904091,-218.3759397
-282.6666667,-92.66666667,-257.3333333,-92.66666667,-723.490409,-244.2855307,-204.4426064,-261.4032771,-226.3759397,-175.2564778,-1393.300554,-1316.431181,-792.0855306,-1127.724422,-239.0464428,-152.5521974,-250.2188641,-84.37593973,-365.5570757,-247.909273
-196,-196,-310,-196,-1289.65108,-181.8855307,-196.3759397,-206.0576921,-226.3759397,-180.6666667,-1700.646133,-796.810145,-312.5521974,-1734.702654,-254.6286871,-199.4188641,-106.218864,-2270.842607,-296.1570757,-304.4661074
-82.33333333,-158.3333333,-82.33333333,-82.33333333,-1001,-185.8278386,-196.3759397,-388.8,-337.8896084,-276.5542123,-1595.979466,-588.5434783,-200.3333333,-1495.945578,-292.8237424,-505.0300074,-210.6069597,-2839.709273,-335.5177465,-524.5521974
-41,-231,-41,-193,-201,-351.3542123,-879.5853447,-1991.836813,-349.709273,-471.1521974,-1591.249969,-578.1434783,-264.814966,-1425.212245,-267.490409,-281.4904091,-113.3333333,-2809.386234,-247.3333333,-2403.961172
-41,-53.66666667,-41,-167.6666667,-277,-536.4071136,-1707.91744,-2432.88553,-147.6973687,-420.8855307,-1636.755723,-1076.610145,-1220.945578,-1368.266667,-1142.290409,-145.8237424,-53.66666667,-1384.2,-143.8666667,-451.3333333
-218.3333333,-41,-104.3333333,-41,-546.2666667,-496.0426064,-1824.788185,-1207.685531,-275.3570757,-386.5876902,-1227.870009,-793.9434783,-1293.278912,-1899.152998,-3803.823742,-145.8237424,-327.8,-81.3452377,-129.6666667,-54
-256,-154.6666667,-344.6666667,-154.6666667,-521.6666667,-468.3759397,-1341.480702,-361.5521974,-342.8237424,-1136.17594,-274.6057971,-799.210145,-1356.412245,-120.7570757,-2430.653333,-154.3550608,-239.576499,-93.55219736,-231,-54
-175.3333333,-175.3333333,-200.6666667,-175.3333333,-376.2745808,-495.0426064,-207.0426064,-376.7051953,-388.6393293,-1631.909273,-140.2666667,-733.210145,-1431.678912,-183.8237424,-303.6666667,-361.0426064,-256.4904091,-192.2188641,-123.6666667,-1309.466667
-41,-205.6666667,-41,-91.66666667,-373.8237424,-483.2078082,-612.1759398,-381.8008485,-610.6533333,-1140.423742,-234.7333333,-507.7565218,-371.0816327,-476.1570756,-296.3910255,-473.795363,-328.8237424,-487.9521974,-196,-1569.533333
-41,-155,-41,-231,-293.1570757,-509.6863313,-352.2237424,-407.0237424,-770.490409,-442.0904091,-251,-186.9491616,-199,-109.2237424,-250.2188641,-162.8855307,-903.2237421,-292.5521974,-66.30599593,-592.4666667
-117,-41,-41,-79,-417.4904091,-513.3766529,-410.8237424,-494.3481011,-1305.977955,-253.729497,-292.3333333,-106.8605555,-335.2666667,-231.4589939,-274.8188641,-152.5521974,-1807.290409,-166.2069597,-97.37593973,-106.6666667
-251.6666667,-61.66666667,-213.6666667,-61.66666667,-606.7437424,-462.1759397,-272.2472434,-538.8426064,-1014.37594,-278.4487176,-468,-270.3759397,-397.0666667,-286.3333333,-255.5521974,-175.2278386,-1123.191874,-199.3333333,-274.709273,-1136.680586
-208.6666667,-196,-322.6666667,-196,-361.2745808,-535.3759397,-262,-558.3131094,-838.7759398,-280.5521974,-364.7014649,-1475.509273,-361,-1202.933333,-216.5521974,-338.8266667,-111.1601115,-180.1333333,-194.3759397,-2687.752197
-113.3333333,-176.6666667,-113.3333333,-113.3333333,-254,-535.3759397,-272.9570757,-658.3759397,-3105.642607,-366.0188641,-1588.791527,-1743.921024,-273,-1835.333333,-2368.352197,-685.5066667,-338.2855307,-359.3333333,-229.0426064,-2798.88553
-41,-231,-41,-180.3333333,-254,-573.109273,-313.8904091,-604.3759397,-3143.436967,-556.0111912,-2197.842607,-154.2855307,-254.9412475,-127.9771061,-789.7681315,-474.3333333,-215.8855307,-655.9910254,-1113.481694,-2919.552197
-41,-66.33333333,-54.33333333,-180.3333333,-314.1059959,-507.1915266,-563.090409,-2499.711288,-1437.666667,-525.9391265,-225.3759397,-160.5521974,-219.0724599,-202.5521974,-854.6,-297.3647485,-240.8721974,-681.1521973,-188.9910254,-1771.152197
-216.3333333,-54.33333333,-118.3333333,-49,-494.4904091,-423.4855307,-3002.671568,-2394.395103,-378.1333333,-807.8655003,-298.5759397,-195.3817911,-213.709273,-243.8855307,-2995.089796,-234.2237424,-317.3104395,-260.2188641,-135.6666667,-169.6437728
-237.6666667,-123.6666667,-313.6666667,-123.6666667,-521.4770757,-292.6855307,-1203.433887,-563.4855307,-394.4,-414.3759397,-389.8237424,-404.4904091,-360.109273,-494.6988641,-1530.485871,-751.8237423,-209.6666667,-252.2188641,-300.3333333,-174
